Category;Sub-Category;Month;Millions of Dollars
Fish and seafood;Fish and seafood;2009-05-01;11228
Fish and seafood;Fish and seafood;2009-06-01;11230
Fish and seafood;Fish and seafood;2009-07-01;11234
Fish and seafood;Fish and seafood;2009-08-01;11216
Fish and seafood;Fish and seafood;2009-09-01;11230
Fish and seafood;Fish and seafood;2009-10-01;11235
Fish and seafood;Fish and seafood;2009-11-01;11199
Fish and seafood;Fish and seafood;2009-12-01;11271
Fish and seafood;Fish and seafood;2010-01-01;11077
Fish and seafood;Fish and seafood;2010-02-01;11386
Fish and seafood;Fish and seafood;2010-03-01;11282
Fish and seafood;Fish and seafood;2010-04-01;11210
Fish and seafood;Fish and seafood;2010-05-01;11192
Fish and seafood;Fish and seafood;2010-06-01;11074
Fish and seafood;Fish and seafood;2010-07-01;11058
Fish and seafood;Fish and seafood;2010-08-01;11085
Fish and seafood;Fish and seafood;2010-09-01;11164
Fish and seafood;Fish and seafood;2010-10-01;11106
Fish and seafood;Fish and seafood;2010-11-01;11317
Fish and seafood;Fish and seafood;2010-12-01;11251
Fish and seafood;Fish and seafood;2011-01-01;11330
Fish and seafood;Fish and seafood;2011-02-01;11386
Fish and seafood;Fish and seafood;2011-03-01;11412
Fish and seafood;Fish and seafood;2011-04-01;11516
Fish and seafood;Fish and seafood;2011-05-01;11439
Fish and seafood;Fish and seafood;2011-06-01;11539
Fish and seafood;Fish and seafood;2011-07-01;11585
Fish and seafood;Fish and seafood;2011-08-01;11622
Fish and seafood;Fish and seafood;2011-09-01;11688
Fish and seafood;Fish and seafood;2011-10-01;11786
Fish and seafood;Fish and seafood;2011-11-01;11865
Fish and seafood;Fish and seafood;2011-12-01;11900
Fish and seafood;Fish and seafood;2012-01-01;11993
Fish and seafood;Fish and seafood;2012-02-01;12004
Fish and seafood;Fish and seafood;2012-03-01;12115
Fish and seafood;Fish and seafood;2012-04-01;12223
Fish and seafood;Fish and seafood;2012-05-01;12201
Fish and seafood;Fish and seafood;2012-06-01;12252
Fish and seafood;Fish and seafood;2012-07-01;12330
Fish and seafood;Fish and seafood;2012-08-01;12296
Fish and seafood;Fish and seafood;2012-09-01;12324
Fish and seafood;Fish and seafood;2012-10-01;12429
Fish and seafood;Fish and seafood;2012-11-01;12385
Fish and seafood;Fish and seafood;2012-12-01;12436
Fish and seafood;Fish and seafood;2013-01-01;12490
Fish and seafood;Fish and seafood;2013-02-01;12696
Fish and seafood;Fish and seafood;2013-03-01;12519
Fish and seafood;Fish and seafood;2013-04-01;12443
Fish and seafood;Fish and seafood;2013-05-01;12594
Fish and seafood;Fish and seafood;2013-06-01;12580
Fish and seafood;Fish and seafood;2013-07-01;12702
Fish and seafood;Fish and seafood;2013-08-01;12690
Fish and seafood;Fish and seafood;2013-09-01;12718
Fish and seafood;Fish and seafood;2013-10-01;12800
Fish and seafood;Fish and seafood;2013-11-01;12871
Fish and seafood;Fish and seafood;2013-12-01;12974
Fish and seafood;Fish and seafood;2014-01-01;12992
Fish and seafood;Fish and seafood;2014-02-01;13153
Fish and seafood;Fish and seafood;2014-03-01;13208
Fish and seafood;Fish and seafood;2014-04-01;13336
Fish and seafood;Fish and seafood;2014-05-01;13407
Fish and seafood;Fish and seafood;2014-06-01;13561
Fish and seafood;Fish and seafood;2014-07-01;13584
Fish and seafood;Fish and seafood;2014-08-01;13625
Fish and seafood;Fish and seafood;2014-09-01;13657
Fish and seafood;Fish and seafood;2014-10-01;13633
Fish and seafood;Fish and seafood;2014-11-01;13660
Fish and seafood;Fish and seafood;2014-12-01;13699
Fish and seafood;Fish and seafood;2015-01-01;13696
Fish and seafood;Fish and seafood;2015-02-01;13728
Fish and seafood;Fish and seafood;2015-03-01;13580
Fish and seafood;Fish and seafood;2015-04-01;13614
Fish and seafood;Fish and seafood;2015-05-01;13668
Fish and seafood;Fish and seafood;2015-06-01;13677
Fish and seafood;Fish and seafood;2015-07-01;13674
Fish and seafood;Fish and seafood;2015-08-01;13716
Fish and seafood;Fish and seafood;2015-09-01;13795
Fish and seafood;Fish and seafood;2015-10-01;13671
Fish and seafood;Fish and seafood;2015-11-01;13680
Fish and seafood;Fish and seafood;2015-12-01;13762
Fish and seafood;Fish and seafood;2016-01-01;13794
Fish and seafood;Fish and seafood;2016-02-01;13923
Fish and seafood;Fish and seafood;2016-03-01;13818
Fish and seafood;Fish and seafood;2016-04-01;13913
Fish and seafood;Fish and seafood;2016-05-01;13978
Fish and seafood;Fish and seafood;2016-06-01;14044
Fish and seafood;Fish and seafood;2016-07-01;14000
Fish and seafood;Fish and seafood;2016-08-01;14034
Fish and seafood;Fish and seafood;2016-09-01;14033
Fish and seafood;Fish and seafood;2016-10-01;14177
Fish and seafood;Fish and seafood;2016-11-01;14144
Fish and seafood;Fish and seafood;2016-12-01;14190
Fish and seafood;Fish and seafood;2017-01-01;14279
Fish and seafood;Fish and seafood;2017-02-01;14324
Fish and seafood;Fish and seafood;2017-03-01;14430
Fish and seafood;Fish and seafood;2017-04-01;14457
Fish and seafood;Fish and seafood;2017-05-01;14393
Fish and seafood;Fish and seafood;2017-06-01;14469
Fish and seafood;Fish and seafood;2017-07-01;14478
Fish and seafood;Fish and seafood;2017-08-01;14561
Fish and seafood;Fish and seafood;2017-09-01;14575
Fish and seafood;Fish and seafood;2017-10-01;14704
Fish and seafood;Fish and seafood;2017-11-01;14692
Fish and seafood;Fish and seafood;2017-12-01;14941
Fish and seafood;Fish and seafood;2018-01-01;14822
Fish and seafood;Fish and seafood;2018-02-01;14870
Fish and seafood;Fish and seafood;2018-03-01;14824
Fish and seafood;Fish and seafood;2018-04-01;14885
Fish and seafood;Fish and seafood;2018-05-01;15074
Fish and seafood;Fish and seafood;2018-06-01;14971
Fish and seafood;Fish and seafood;2018-07-01;15085
Fish and seafood;Fish and seafood;2018-08-01;15088
Fish and seafood;Fish and seafood;2018-09-01;15164
Fish and seafood;Fish and seafood;2018-10-01;15144
Fish and seafood;Fish and seafood;2018-11-01;15235
Fish and seafood;Fish and seafood;2018-12-01;15143
Fish and seafood;Fish and seafood;2019-01-01;15383
Fish and seafood;Fish and seafood;2019-02-01;14984
Fish and seafood;Fish and seafood;2019-03-01;15284
Fish and seafood;Fish and seafood;2019-04-01;15379
Fish and seafood;Fish and seafood;2019-05-01;15447
Fish and seafood;Fish and seafood;2019-06-01;15601
Fish and seafood;Fish and seafood;2019-07-01;15733
Fish and seafood;Fish and seafood;2019-08-01;15716
Fish and seafood;Fish and seafood;2019-09-01;15527
Fish and seafood;Fish and seafood;2019-10-01;15498
Fish and seafood;Fish and seafood;2019-11-01;15585
Fish and seafood;Fish and seafood;2019-12-01;15563
Fresh fruits and vegetables;Fruit (fresh);2001-05-01;18074
Fresh fruits and vegetables;Fruit (fresh);2001-06-01;18068
Fresh fruits and vegetables;Fruit (fresh);2001-07-01;18143
Fresh fruits and vegetables;Fruit (fresh);2001-08-01;18259
Fresh fruits and vegetables;Fruit (fresh);2001-09-01;18385
Fresh fruits and vegetables;Fruit (fresh);2001-10-01;18455
Fresh fruits and vegetables;Fruit (fresh);2001-11-01;18448
Fresh fruits and vegetables;Fruit (fresh);2001-12-01;18637
Fresh fruits and vegetables;Fruit (fresh);2002-01-01;18545
Fresh fruits and vegetables;Fruit (fresh);2002-02-01;18630
Fresh fruits and vegetables;Fruit (fresh);2002-03-01;18749
Fresh fruits and vegetables;Fruit (fresh);2002-04-01;18675
Fresh fruits and vegetables;Fruit (fresh);2002-05-01;18768
Fresh fruits and vegetables;Fruit (fresh);2002-06-01;18808
Fresh fruits and vegetables;Fruit (fresh);2002-07-01;18921
Fresh fruits and vegetables;Fruit (fresh);2002-08-01;18869
Fresh fruits and vegetables;Fruit (fresh);2002-09-01;18853
Fresh fruits and vegetables;Fruit (fresh);2002-10-01;19002
Fresh fruits and vegetables;Fruit (fresh);2002-11-01;19210
Fresh fruits and vegetables;Fruit (fresh);2002-12-01;19170
Fresh fruits and vegetables;Fruit (fresh);2003-01-01;19435
Fresh fruits and vegetables;Fruit (fresh);2003-02-01;19459
Fresh fruits and vegetables;Fruit (fresh);2003-03-01;19567
Fresh fruits and vegetables;Fruit (fresh);2003-04-01;19589
Fresh fruits and vegetables;Fruit (fresh);2003-05-01;19476
Fresh fruits and vegetables;Fruit (fresh);2003-06-01;19766
Fresh fruits and vegetables;Fruit (fresh);2003-07-01;19967
Fresh fruits and vegetables;Fruit (fresh);2003-08-01;20054
Fresh fruits and vegetables;Fruit (fresh);2003-09-01;20026
Fresh fruits and vegetables;Fruit (fresh);2003-10-01;20030
Fresh fruits and vegetables;Fruit (fresh);2003-11-01;20144
Fresh fruits and vegetables;Fruit (fresh);2003-12-01;20130
Fresh fruits and vegetables;Fruit (fresh);2004-01-01;20536
Fresh fruits and vegetables;Fruit (fresh);2004-02-01;20367
Fresh fruits and vegetables;Fruit (fresh);2004-03-01;20624
Fresh fruits and vegetables;Fruit (fresh);2004-04-01;20629
Fresh fruits and vegetables;Fruit (fresh);2004-05-01;20835
Fresh fruits and vegetables;Fruit (fresh);2004-06-01;20812
Fresh fruits and vegetables;Fruit (fresh);2004-07-01;20897
Fresh fruits and vegetables;Fruit (fresh);2004-08-01;21146
Fresh fruits and vegetables;Fruit (fresh);2004-09-01;21373
Fresh fruits and vegetables;Fruit (fresh);2004-10-01;21554
Fresh fruits and vegetables;Fruit (fresh);2004-11-01;21851
Fresh fruits and vegetables;Fruit (fresh);2004-12-01;21998
Fresh fruits and vegetables;Fruit (fresh);2005-01-01;22276
Fresh fruits and vegetables;Fruit (fresh);2005-02-01;22361
Fresh fruits and vegetables;Fruit (fresh);2005-03-01;22486
Fresh fruits and vegetables;Fruit (fresh);2005-04-01;22870
Fresh fruits and vegetables;Fruit (fresh);2005-05-01;22964
Fresh fruits and vegetables;Fruit (fresh);2005-06-01;23138
Fresh fruits and vegetables;Fruit (fresh);2005-07-01;23215
Fresh fruits and vegetables;Fruit (fresh);2005-08-01;23372
Fresh fruits and vegetables;Fruit (fresh);2005-09-01;23453
Fresh fruits and vegetables;Fruit (fresh);2005-10-01;23617
Fresh fruits and vegetables;Fruit (fresh);2005-11-01;23697
Fresh fruits and vegetables;Fruit (fresh);2005-12-01;23753
Fresh fruits and vegetables;Fruit (fresh);2006-01-01;23716
Fresh fruits and vegetables;Fruit (fresh);2006-02-01;23950
Fresh fruits and vegetables;Fruit (fresh);2006-03-01;23982
Fresh fruits and vegetables;Fruit (fresh);2006-04-01;24088
Fresh fruits and vegetables;Fruit (fresh);2006-05-01;24171
Fresh fruits and vegetables;Fruit (fresh);2006-06-01;24204
Fresh fruits and vegetables;Fruit (fresh);2006-07-01;24344
Fresh fruits and vegetables;Fruit (fresh);2006-08-01;24565
Fresh fruits and vegetables;Fruit (fresh);2006-09-01;24575
Fresh fruits and vegetables;Fruit (fresh);2006-10-01;25122
Fresh fruits and vegetables;Fruit (fresh);2006-11-01;24984
Fresh fruits and vegetables;Fruit (fresh);2006-12-01;25285
Fresh fruits and vegetables;Fruit (fresh);2007-01-01;25461
Fresh fruits and vegetables;Fruit (fresh);2007-02-01;25586
Fresh fruits and vegetables;Fruit (fresh);2007-03-01;25680
Fresh fruits and vegetables;Fruit (fresh);2007-04-01;25683
Fresh fruits and vegetables;Fruit (fresh);2007-05-01;25931
Fresh fruits and vegetables;Fruit (fresh);2007-06-01;26060
Fresh fruits and vegetables;Fruit (fresh);2007-07-01;26293
Fresh fruits and vegetables;Fruit (fresh);2007-08-01;26187
Fresh fruits and vegetables;Fruit (fresh);2007-09-01;26413
Fresh fruits and vegetables;Fruit (fresh);2007-10-01;26603
Fresh fruits and vegetables;Fruit (fresh);2007-11-01;26789
Fresh fruits and vegetables;Fruit (fresh);2007-12-01;27018
Fresh fruits and vegetables;Fruit (fresh);2008-01-01;26909
Fresh fruits and vegetables;Fruit (fresh);2008-02-01;26872
Fresh fruits and vegetables;Fruit (fresh);2008-03-01;26939
Fresh fruits and vegetables;Fruit (fresh);2008-04-01;27212
Fresh fruits and vegetables;Fruit (fresh);2008-05-01;27234
Fresh fruits and vegetables;Fruit (fresh);2008-06-01;27428
Fresh fruits and vegetables;Fruit (fresh);2008-07-01;27440
Fresh fruits and vegetables;Fruit (fresh);2008-08-01;27419
Fresh fruits and vegetables;Fruit (fresh);2008-09-01;27197
Fresh fruits and vegetables;Fruit (fresh);2008-10-01;27165
Fresh fruits and vegetables;Fruit (fresh);2008-11-01;27159
Fresh fruits and vegetables;Fruit (fresh);2008-12-01;26957
Fresh fruits and vegetables;Fruit (fresh);2009-01-01;27226
Fresh fruits and vegetables;Fruit (fresh);2009-02-01;26820
Fresh fruits and vegetables;Fruit (fresh);2009-03-01;26729
Fresh fruits and vegetables;Fruit (fresh);2009-04-01;26762
Fresh fruits and vegetables;Fruit (fresh);2009-05-01;26823
Fresh fruits and vegetables;Fruit (fresh);2009-06-01;26672
Fresh fruits and vegetables;Fruit (fresh);2009-07-01;26754
Fresh fruits and vegetables;Fruit (fresh);2009-08-01;26915
Fresh fruits and vegetables;Fruit (fresh);2009-09-01;27256
Fresh fruits and vegetables;Fruit (fresh);2009-10-01;27513
Fresh fruits and vegetables;Fruit (fresh);2009-11-01;27685
Fresh fruits and vegetables;Fruit (fresh);2009-12-01;28159
Fresh fruits and vegetables;Fruit (fresh);2010-01-01;28240
Fresh fruits and vegetables;Fruit (fresh);2010-02-01;29004
Fresh fruits and vegetables;Fruit (fresh);2010-03-01;28947
Fresh fruits and vegetables;Fruit (fresh);2010-04-01;29186
Fresh fruits and vegetables;Fruit (fresh);2010-05-01;29395
Fresh fruits and vegetables;Fruit (fresh);2010-06-01;29480
Fresh fruits and vegetables;Fruit (fresh);2010-07-01;29604
Fresh fruits and vegetables;Fruit (fresh);2010-08-01;29580
Fresh fruits and vegetables;Fruit (fresh);2010-09-01;29727
Fresh fruits and vegetables;Fruit (fresh);2010-10-01;29589
Fresh fruits and vegetables;Fruit (fresh);2010-11-01;29912
Fresh fruits and vegetables;Fruit (fresh);2010-12-01;29824
Fresh fruits and vegetables;Fruit (fresh);2011-01-01;29957
Fresh fruits and vegetables;Fruit (fresh);2011-02-01;30106
Fresh fruits and vegetables;Fruit (fresh);2011-03-01;30017
Fresh fruits and vegetables;Fruit (fresh);2011-04-01;30294
Fresh fruits and vegetables;Fruit (fresh);2011-05-01;30026
Fresh fruits and vegetables;Fruit (fresh);2011-06-01;30161
Fresh fruits and vegetables;Fruit (fresh);2011-07-01;30146
Fresh fruits and vegetables;Fruit (fresh);2011-08-01;30288
Fresh fruits and vegetables;Fruit (fresh);2011-09-01;30188
Fresh fruits and vegetables;Fruit (fresh);2011-10-01;30317
Fresh fruits and vegetables;Fruit (fresh);2011-11-01;30287
Fresh fruits and vegetables;Fruit (fresh);2011-12-01;30257
Fresh fruits and vegetables;Fruit (fresh);2012-01-01;30339
Fresh fruits and vegetables;Fruit (fresh);2012-02-01;30416
Fresh fruits and vegetables;Fruit (fresh);2012-03-01;30575
Fresh fruits and vegetables;Fruit (fresh);2012-04-01;30782
Fresh fruits and vegetables;Fruit (fresh);2012-05-01;30798
Fresh fruits and vegetables;Fruit (fresh);2012-06-01;30784
Fresh fruits and vegetables;Fruit (fresh);2012-07-01;30985
Fresh fruits and vegetables;Fruit (fresh);2012-08-01;31062
Fresh fruits and vegetables;Fruit (fresh);2012-09-01;31262
Fresh fruits and vegetables;Fruit (fresh);2012-10-01;31616
Fresh fruits and vegetables;Fruit (fresh);2012-11-01;31679
Fresh fruits and vegetables;Fruit (fresh);2012-12-01;31878
Fresh fruits and vegetables;Fruit (fresh);2013-01-01;31905
Fresh fruits and vegetables;Fruit (fresh);2013-02-01;32399
Fresh fruits and vegetables;Fruit (fresh);2013-03-01;32281
Fresh fruits and vegetables;Fruit (fresh);2013-04-01;32152
Fresh fruits and vegetables;Fruit (fresh);2013-05-01;32471
Fresh fruits and vegetables;Fruit (fresh);2013-06-01;32580
Fresh fruits and vegetables;Fruit (fresh);2013-07-01;32828
Fresh fruits and vegetables;Fruit (fresh);2013-08-01;32868
Fresh fruits and vegetables;Fruit (fresh);2013-09-01;33017
Fresh fruits and vegetables;Fruit (fresh);2013-10-01;33044
Fresh fruits and vegetables;Fruit (fresh);2013-11-01;33090
Fresh fruits and vegetables;Fruit (fresh);2013-12-01;33416
Fresh fruits and vegetables;Fruit (fresh);2014-01-01;33605
Fresh fruits and vegetables;Fruit (fresh);2014-02-01;33628
Fresh fruits and vegetables;Fruit (fresh);2014-03-01;33634
Fresh fruits and vegetables;Fruit (fresh);2014-04-01;33681
Fresh fruits and vegetables;Fruit (fresh);2014-05-01;33750
Fresh fruits and vegetables;Fruit (fresh);2014-06-01;33984
Fresh fruits and vegetables;Fruit (fresh);2014-07-01;34072
Fresh fruits and vegetables;Fruit (fresh);2014-08-01;34139
Fresh fruits and vegetables;Fruit (fresh);2014-09-01;34319
Fresh fruits and vegetables;Fruit (fresh);2014-10-01;34482
Fresh fruits and vegetables;Fruit (fresh);2014-11-01;34650
Fresh fruits and vegetables;Fruit (fresh);2014-12-01;34713
Fresh fruits and vegetables;Fruit (fresh);2015-01-01;34953
Fresh fruits and vegetables;Fruit (fresh);2015-02-01;35047
Fresh fruits and vegetables;Fruit (fresh);2015-03-01;35044
Fresh fruits and vegetables;Fruit (fresh);2015-04-01;34935
Fresh fruits and vegetables;Fruit (fresh);2015-05-01;34980
Fresh fruits and vegetables;Fruit (fresh);2015-06-01;35179
Fresh fruits and vegetables;Fruit (fresh);2015-07-01;35357
Fresh fruits and vegetables;Fruit (fresh);2015-08-01;35481
Fresh fruits and vegetables;Fruit (fresh);2015-09-01;35727
Fresh fruits and vegetables;Fruit (fresh);2015-10-01;35576
Fresh fruits and vegetables;Fruit (fresh);2015-11-01;35957
Fresh fruits and vegetables;Fruit (fresh);2015-12-01;36114
Fresh fruits and vegetables;Fruit (fresh);2016-01-01;36348
Fresh fruits and vegetables;Fruit (fresh);2016-02-01;36523
Fresh fruits and vegetables;Fruit (fresh);2016-03-01;36276
Fresh fruits and vegetables;Fruit (fresh);2016-04-01;36790
Fresh fruits and vegetables;Fruit (fresh);2016-05-01;36931
Fresh fruits and vegetables;Fruit (fresh);2016-06-01;37161
Fresh fruits and vegetables;Fruit (fresh);2016-07-01;37014
Fresh fruits and vegetables;Fruit (fresh);2016-08-01;37153
Fresh fruits and vegetables;Fruit (fresh);2016-09-01;37106
Fresh fruits and vegetables;Fruit (fresh);2016-10-01;37389
Fresh fruits and vegetables;Fruit (fresh);2016-11-01;37342
Fresh fruits and vegetables;Fruit (fresh);2016-12-01;37475
Fresh fruits and vegetables;Fruit (fresh);2017-01-01;37722
Fresh fruits and vegetables;Fruit (fresh);2017-02-01;37883
Fresh fruits and vegetables;Fruit (fresh);2017-03-01;38207
Fresh fruits and vegetables;Fruit (fresh);2017-04-01;38409
Fresh fruits and vegetables;Fruit (fresh);2017-05-01;38382
Fresh fruits and vegetables;Fruit (fresh);2017-06-01;38584
Fresh fruits and vegetables;Fruit (fresh);2017-07-01;38645
Fresh fruits and vegetables;Fruit (fresh);2017-08-01;38952
Fresh fruits and vegetables;Fruit (fresh);2017-09-01;39252
Fresh fruits and vegetables;Fruit (fresh);2017-10-01;39376
Fresh fruits and vegetables;Fruit (fresh);2017-11-01;39480
Fresh fruits and vegetables;Fruit (fresh);2017-12-01;40063
Fresh fruits and vegetables;Fruit (fresh);2018-01-01;39901
Fresh fruits and vegetables;Fruit (fresh);2018-02-01;39910
Fresh fruits and vegetables;Fruit (fresh);2018-03-01;40039
Fresh fruits and vegetables;Fruit (fresh);2018-04-01;40105
Fresh fruits and vegetables;Fruit (fresh);2018-05-01;40472
Fresh fruits and vegetables;Fruit (fresh);2018-06-01;40326
Fresh fruits and vegetables;Fruit (fresh);2018-07-01;40637
Fresh fruits and vegetables;Fruit (fresh);2018-08-01;40679
Fresh fruits and vegetables;Fruit (fresh);2018-09-01;40677
Fresh fruits and vegetables;Fruit (fresh);2018-10-01;40904
Fresh fruits and vegetables;Fruit (fresh);2018-11-01;40952
Fresh fruits and vegetables;Fruit (fresh);2018-12-01;40457
Fresh fruits and vegetables;Fruit (fresh);2019-01-01;41219
Fresh fruits and vegetables;Fruit (fresh);2019-02-01;40298
Fresh fruits and vegetables;Fruit (fresh);2019-03-01;40961
Fresh fruits and vegetables;Fruit (fresh);2019-04-01;41176
Fresh fruits and vegetables;Fruit (fresh);2019-05-01;41358
Fresh fruits and vegetables;Fruit (fresh);2019-06-01;41610
Fresh fruits and vegetables;Fruit (fresh);2019-07-01;42039
Fresh fruits and vegetables;Fruit (fresh);2019-08-01;42068
Fresh fruits and vegetables;Fruit (fresh);2019-09-01;41675
Fresh fruits and vegetables;Fruit (fresh);2019-10-01;41829
Fresh fruits and vegetables;Fruit (fresh);2019-11-01;41895
Fresh fruits and vegetables;Fruit (fresh);2019-12-01;41855
Fresh fruits and vegetables;Vegetables (fresh);2001-05-01;28822
Fresh fruits and vegetables;Vegetables (fresh);2001-06-01;28870
Fresh fruits and vegetables;Vegetables (fresh);2001-07-01;29052
Fresh fruits and vegetables;Vegetables (fresh);2001-08-01;29303
Fresh fruits and vegetables;Vegetables (fresh);2001-09-01;29575
Fresh fruits and vegetables;Vegetables (fresh);2001-10-01;29761
Fresh fruits and vegetables;Vegetables (fresh);2001-11-01;29827
Fresh fruits and vegetables;Vegetables (fresh);2001-12-01;30214
Fresh fruits and vegetables;Vegetables (fresh);2002-01-01;30150
Fresh fruits and vegetables;Vegetables (fresh);2002-02-01;30358
Fresh fruits and vegetables;Vegetables (fresh);2002-03-01;30608
Fresh fruits and vegetables;Vegetables (fresh);2002-04-01;30529
Fresh fruits and vegetables;Vegetables (fresh);2002-05-01;30706
Fresh fruits and vegetables;Vegetables (fresh);2002-06-01;30782
Fresh fruits and vegetables;Vegetables (fresh);2002-07-01;30963
Fresh fruits and vegetables;Vegetables (fresh);2002-08-01;30860
Fresh fruits and vegetables;Vegetables (fresh);2002-09-01;30799
Fresh fruits and vegetables;Vegetables (fresh);2002-10-01;30994
Fresh fruits and vegetables;Vegetables (fresh);2002-11-01;31268
Fresh fruits and vegetables;Vegetables (fresh);2002-12-01;31123
Fresh fruits and vegetables;Vegetables (fresh);2003-01-01;31360
Fresh fruits and vegetables;Vegetables (fresh);2003-02-01;31215
Fresh fruits and vegetables;Vegetables (fresh);2003-03-01;31214
Fresh fruits and vegetables;Vegetables (fresh);2003-04-01;31085
Fresh fruits and vegetables;Vegetables (fresh);2003-05-01;30752
Fresh fruits and vegetables;Vegetables (fresh);2003-06-01;31065
Fresh fruits and vegetables;Vegetables (fresh);2003-07-01;31245
Fresh fruits and vegetables;Vegetables (fresh);2003-08-01;31255
Fresh fruits and vegetables;Vegetables (fresh);2003-09-01;31096
Fresh fruits and vegetables;Vegetables (fresh);2003-10-01;30998
Fresh fruits and vegetables;Vegetables (fresh);2003-11-01;31081
Fresh fruits and vegetables;Vegetables (fresh);2003-12-01;30976
Fresh fruits and vegetables;Vegetables (fresh);2004-01-01;31526
Fresh fruits and vegetables;Vegetables (fresh);2004-02-01;31190
Fresh fruits and vegetables;Vegetables (fresh);2004-03-01;31504
Fresh fruits and vegetables;Vegetables (fresh);2004-04-01;31429
Fresh fruits and vegetables;Vegetables (fresh);2004-05-01;31657
Fresh fruits and vegetables;Vegetables (fresh);2004-06-01;31534
Fresh fruits and vegetables;Vegetables (fresh);2004-07-01;31571
Fresh fruits and vegetables;Vegetables (fresh);2004-08-01;31851
Fresh fruits and vegetables;Vegetables (fresh);2004-09-01;32092
Fresh fruits and vegetables;Vegetables (fresh);2004-10-01;32261
Fresh fruits and vegetables;Vegetables (fresh);2004-11-01;32598
Fresh fruits and vegetables;Vegetables (fresh);2004-12-01;32705
Fresh fruits and vegetables;Vegetables (fresh);2005-01-01;33001
Fresh fruits and vegetables;Vegetables (fresh);2005-02-01;33012
Fresh fruits and vegetables;Vegetables (fresh);2005-03-01;33083
Fresh fruits and vegetables;Vegetables (fresh);2005-04-01;33533
Fresh fruits and vegetables;Vegetables (fresh);2005-05-01;33557
Fresh fruits and vegetables;Vegetables (fresh);2005-06-01;33700
Fresh fruits and vegetables;Vegetables (fresh);2005-07-01;33701
Fresh fruits and vegetables;Vegetables (fresh);2005-08-01;33820
Fresh fruits and vegetables;Vegetables (fresh);2005-09-01;33829
Fresh fruits and vegetables;Vegetables (fresh);2005-10-01;33960
Fresh fruits and vegetables;Vegetables (fresh);2005-11-01;33970
Fresh fruits and vegetables;Vegetables (fresh);2005-12-01;33947
Fresh fruits and vegetables;Vegetables (fresh);2006-01-01;33794
Fresh fruits and vegetables;Vegetables (fresh);2006-02-01;34022
Fresh fruits and vegetables;Vegetables (fresh);2006-03-01;33960
Fresh fruits and vegetables;Vegetables (fresh);2006-04-01;33998
Fresh fruits and vegetables;Vegetables (fresh);2006-05-01;34000
Fresh fruits and vegetables;Vegetables (fresh);2006-06-01;33929
Fresh fruits and vegetables;Vegetables (fresh);2006-07-01;34002
Fresh fruits and vegetables;Vegetables (fresh);2006-08-01;34185
Fresh fruits and vegetables;Vegetables (fresh);2006-09-01;34069
Fresh fruits and vegetables;Vegetables (fresh);2006-10-01;34693
Fresh fruits and vegetables;Vegetables (fresh);2006-11-01;34365
Fresh fruits and vegetables;Vegetables (fresh);2006-12-01;34636
Fresh fruits and vegetables;Vegetables (fresh);2007-01-01;34730
Fresh fruits and vegetables;Vegetables (fresh);2007-02-01;34767
Fresh fruits and vegetables;Vegetables (fresh);2007-03-01;34771
Fresh fruits and vegetables;Vegetables (fresh);2007-04-01;34664
Fresh fruits and vegetables;Vegetables (fresh);2007-05-01;34899
Fresh fruits and vegetables;Vegetables (fresh);2007-06-01;34986
Fresh fruits and vegetables;Vegetables (fresh);2007-07-01;35222
Fresh fruits and vegetables;Vegetables (fresh);2007-08-01;35017
Fresh fruits and vegetables;Vegetables (fresh);2007-09-01;35269
Fresh fruits and vegetables;Vegetables (fresh);2007-10-01;35484
Fresh fruits and vegetables;Vegetables (fresh);2007-11-01;35706
Fresh fruits and vegetables;Vegetables (fresh);2007-12-01;35999
Fresh fruits and vegetables;Vegetables (fresh);2008-01-01;35788
Fresh fruits and vegetables;Vegetables (fresh);2008-02-01;35673
Fresh fruits and vegetables;Vegetables (fresh);2008-03-01;35698
Fresh fruits and vegetables;Vegetables (fresh);2008-04-01;35995
Fresh fruits and vegetables;Vegetables (fresh);2008-05-01;35960
Fresh fruits and vegetables;Vegetables (fresh);2008-06-01;36153
Fresh fruits and vegetables;Vegetables (fresh);2008-07-01;36106
Fresh fruits and vegetables;Vegetables (fresh);2008-08-01;36018
Fresh fruits and vegetables;Vegetables (fresh);2008-09-01;35664
Fresh fruits and vegetables;Vegetables (fresh);2008-10-01;35563
Fresh fruits and vegetables;Vegetables (fresh);2008-11-01;35498
Fresh fruits and vegetables;Vegetables (fresh);2008-12-01;35176
Fresh fruits and vegetables;Vegetables (fresh);2009-01-01;35470
Fresh fruits and vegetables;Vegetables (fresh);2009-02-01;34885
Fresh fruits and vegetables;Vegetables (fresh);2009-03-01;34710
Fresh fruits and vegetables;Vegetables (fresh);2009-04-01;34697
Fresh fruits and vegetables;Vegetables (fresh);2009-05-01;34719
Fresh fruits and vegetables;Vegetables (fresh);2009-06-01;34467
Fresh fruits and vegetables;Vegetables (fresh);2009-07-01;34516
Fresh fruits and vegetables;Vegetables (fresh);2009-08-01;34666
Fresh fruits and vegetables;Vegetables (fresh);2009-09-01;35046
Fresh fruits and vegetables;Vegetables (fresh);2009-10-01;35317
Fresh fruits and vegetables;Vegetables (fresh);2009-11-01;35478
Fresh fruits and vegetables;Vegetables (fresh);2009-12-01;36023
Fresh fruits and vegetables;Vegetables (fresh);2010-01-01;36065
